,video,short-term_memorability,nb_short-term_annotations,long-term_memorability,nb_long-term_annotations
519,8155,0.8623390265348838,65,0.8021050717629287,10
520,8156,0.8826780118079771,34,0.7662370507575308,11
521,8157,0.8873597152284568,31,0.7696672187147733,13
522,8158,0.8733991917620559,33,0.7563291663448818,10
523,8159,0.8867617837117289,34,0.7716774970417756,11
524,8161,0.8540312435684879,35,0.7971038200635295,12
525,8162,0.8696050056091977,33,0.7803683044252433,10
526,8163,0.8572070982606911,32,0.7922243208446641,22
527,8165,0.872002458679204,36,0.7572747697865256,10
528,8166,0.8730275589095742,33,0.7986008093296822,11
529,8167,0.8213380314684449,34,0.7387114827656074,10
530,8168,0.869402387352227,54,0.8048360072486683,16
531,8169,0.8504618399686927,33,0.7371944138020912,12
532,8170,0.8428058218324919,33,0.7405231720590694,9
533,8171,0.883480569644336,33,0.7893703311397765,9
534,8172,0.8718036860761841,34,0.7990022262683693,16
535,8174,0.8747512970843216,33,0.7922543904822298,13
536,8175,0.8723855685568843,50,0.7447894296044723,29
537,8178,0.8202622372854147,33,0.7741004443409515,28
538,8179,0.8565023396185364,38,0.8040283905808998,14
539,8180,0.8721834165565807,33,0.7969560630853584,14
540,8181,0.819452371650403,33,0.7622847660935804,10
541,8182,0.8241684361998275,33,0.7358236490644757,11
542,8184,0.8890924135899143,34,0.7900385491643483,9
543,8185,0.883002777499439,34,0.7872762107269174,10
544,8186,0.8650401725581603,34,0.7933917413440277,10
545,8187,0.8269895160871445,52,0.757815796471991,10
546,8188,0.8528651793484426,34,0.7897892185418712,13
547,8189,0.8419441693098677,33,0.7633350578088304,9
548,8190,0.8832488330544873,33,0.8061910907539289,12
549,8191,0.8161765235531361,45,0.6226821175906281,20
550,8192,0.875865161403311,32,0.7858914494320977,10
551,8193,0.8461180381930427,53,0.7665744455915033,10
552,8194,0.8913082313464923,33,0.7718201981506982,16
553,8195,0.8910492762551511,33,0.7350271899035561,24
554,8196,0.8682296014474898,55,0.7766018660431033,16
555,8197,0.8161651690443718,43,0.7374412345583501,11
556,8198,0.8959881000908964,33,0.7797647792662673,9
557,8199,0.8550810423357471,33,0.7275092521188697,11
558,8200,0.8809320674816706,77,0.7520535067026656,18
559,8201,0.8642595939304435,55,0.7682168308942767,13
560,8202,0.837306516231071,34,0.7508049316137031,14
561,8205,0.8319876286714769,33,0.7653158634243973,11
562,8206,0.8853891313697417,32,0.7625323225880493,11
563,8207,0.8417154139417963,32,0.7489765677885929,12
564,8208,0.838446935816081,37,0.7660150137154758,11
565,8209,0.8895848006817607,34,0.7790942683772037,16
566,8210,0.8684316084253859,34,0.7777515737940797,11
567,8211,0.8531598916507421,34,0.7739354031401598,12
568,8214,0.8687487434464297,32,0.7835491178826338,14
569,8215,0.847550225294102,33,0.7499666001016587,13
570,8216,0.8311396220384646,34,0.8109938635504805,11
571,8217,0.8126966719482296,33,0.7195374129413583,11
572,8218,0.8268022678806688,33,0.7445196794987745,10
573,8219,0.8664458352436161,43,0.795172864292355,10
574,8220,0.8844142149700824,33,0.7782799161961276,14
575,8221,0.8060481186680738,52,0.7520744293367043,11
576,8222,0.8638731899578981,34,0.7682187628119517,12
577,8224,0.8607535119744798,34,0.8012619893375856,11
578,8225,0.8773632509847821,33,0.7946481865137974,13
579,8226,0.8814401731968653,32,0.7884431657290374,13
580,8227,0.8228428775194692,33,0.7355743981208592,10
581,8228,0.8452196713157282,35,0.7665487068961314,14
582,8229,0.8745280890319733,34,0.7797967196920936,14
583,8230,0.857024270483013,33,0.7647076642850754,14
584,8231,0.8553758026659409,34,0.7627915209206849,11
585,8233,0.8891103733871746,34,0.8049922622522363,11
586,8234,0.8111642291273069,31,0.7656557892640973,10
587,8235,0.8477394066799895,32,0.7505629307851559,11
588,8236,0.8264838688324706,35,0.7391375544740495,15
589,8238,0.822465136662082,33,0.7832120004105576,12
590,8239,0.8849157307416999,32,0.7832680439927463,13
591,8240,0.8713362605586601,43,0.7772727964244106,11
592,8241,0.8419785002225416,50,0.7975005968333221,19
593,8243,0.8643054638280271,34,0.771943885033594,13
594,8245,0.8151852596958565,34,0.6571706846777378,11
595,8246,0.8217115270509802,34,0.7191010091333812,9
596,8247,0.8839730774690816,31,0.8138588817657115,10
597,8249,0.8273985087063579,33,0.7162176163720742,11
598,8251,0.8901822160554047,34,0.790908351385457,9
599,8252,0.8698512025189472,35,0.7210418886824095,11
600,8253,0.8718227094608016,45,0.754702518320993,12
601,8254,0.8533483150710299,33,0.7621846604440822,9
602,8256,0.8130591224641566,33,0.7221123421294602,13
603,8259,0.8312920000752163,34,0.7497883636448647,9
604,8260,0.8178097663712098,33,0.7178402395099405,9
605,8261,0.880364739818004,33,0.7814615755231951,12
606,8263,0.8511385877618439,33,0.7568634345695562,14
607,8265,0.8523064052041192,33,0.775940313458363,11
608,8266,0.8946427683384941,31,0.7827510936228647,13
609,8267,0.873516116788408,34,0.7760884940430373,14
610,8268,0.88514366067706,34,0.8026820596398928,9
611,8269,0.8646132450195911,42,0.7706954511520686,13
612,8271,0.8639271727980629,34,0.7537351106791147,10
613,8272,0.8700950727532123,37,0.786385420089568,13
614,8274,0.8721485960942873,34,0.7990290272049341,13
615,8275,0.8539525922185603,30,0.7540348135488472,12
616,8276,0.8220690564542352,33,0.7516069731887268,17
617,8277,0.8561322540870699,33,0.7907316447250902,15
618,8279,0.8104887596023861,33,0.7276492347621046,13
619,8280,0.8515714295332049,33,0.7661120436994724,11
620,8282,0.878109082232295,48,0.7898223229779869,16
621,8283,0.8441611353865235,33,0.7617610310828151,10
622,8284,0.8707194676372255,34,0.769024604201253,12
623,8286,0.8761389690144106,33,0.7864966396866229,10
624,8287,0.8086657390309834,42,0.6973888583078423,10
625,8288,0.8788802797048362,32,0.8008459664649322,18
626,8289,0.8912815124331306,33,0.8100283244764619,13
627,8290,0.8368498250161671,49,0.7552138373765529,12
628,8291,0.8550734239594376,34,0.7517163950232699,11
629,8292,0.8562702181729072,34,0.7840366369816855,10
630,8293,0.8984449189028973,33,0.7888440307379764,13
631,8294,0.8725025299817415,34,0.7910480489991385,18
632,8295,0.8609649318308235,31,0.7588462732720159,17
633,8296,0.8806685606704556,34,0.8040877702144655,12
634,8297,0.8857354753583053,32,0.7642406284515445,13
635,8299,0.8380418416562216,33,0.7586123119136358,14
636,8300,0.8659150514374662,33,0.7776978139211482,13
637,8301,0.8212455311314769,39,0.7064485835171885,10
638,8303,0.8826546279657699,33,0.8128790258826702,12
639,8304,0.8902473009720415,33,0.788515538001069,13
640,8305,0.8892506705396361,32,0.7865588919011478,14
641,8306,0.9003636243970417,35,0.7987669819403944,10
642,8308,0.8763586730143165,33,0.8052860333055516,16
643,8309,0.8764173130209223,33,0.7694548142242404,10
644,8310,0.8825451172354255,33,0.8016708581939617,12
645,8311,0.7820532012115795,32,0.7050292799200174,10
646,8313,0.8877861879859686,33,0.8270970130814655,10
647,8314,0.8902452885834464,33,0.8231869121034491,21
648,8316,0.8206911235623419,42,0.7019821075003294,11
649,8317,0.8976135754779074,40,0.8039774489318383,13
650,8318,0.8106965629882211,32,0.6861844758261738,17
651,8319,0.8454642422554723,33,0.7596844292788094,10
652,8322,0.861426544034187,38,0.8064206009962267,14
653,8323,0.873716784244603,60,0.7886093181568624,25
654,8324,0.8747503448300018,32,0.7784037856570231,19
655,8325,0.8802427837516592,33,0.8241031595254303,9
656,8326,0.8413838173637216,34,0.7514486437677066,9
657,8327,0.8018372309956271,33,0.7101860382555314,11
658,8328,0.8759132068230747,34,0.7824425677997736,11
659,8329,0.8631250355009922,34,0.7780471252770386,23
660,8330,0.846304242842808,32,0.747001321411972,12
661,8331,0.8633317433547373,34,0.8075138573786282,16
662,8333,0.8728757007643982,34,0.7819557422339555,10
663,8334,0.8962882821994506,33,0.8020042843247336,12
664,8335,0.8344675573968758,33,0.754666063852598,11
665,8336,0.8362596234459279,33,0.7452300945763692,10
666,8337,0.8735131972387269,34,0.765882744786946,10
667,8338,0.8634155517315598,33,0.8088932392263356,10
668,8339,0.8386734233722314,34,0.7572070761899135,11
669,8341,0.8437514232588817,33,0.7601190092288123,11
670,8344,0.8849250362777858,31,0.8236884433579287,12
671,8345,0.8534476553387154,33,0.7436517203189859,11
672,8346,0.7747192097113007,34,0.6674366993487791,12
673,8347,0.8910349539739798,34,0.8036927923643952,9
674,8348,0.8519929340158486,37,0.7677016974737666,14
675,8349,0.8778939349561554,33,0.7902762140461196,10
676,8350,0.8703974265926832,41,0.7725282143451302,14
677,8351,0.8865292915581211,33,0.7823346272711211,13
678,8352,0.8718881264208465,33,0.784357744504057,13
679,8353,0.871213054659793,46,0.7933347539447508,12
680,8354,0.8555175852914636,34,0.7945704656874971,10
681,8355,0.872509070619254,34,0.8238399884673389,11
682,8356,0.806226091474737,31,0.7287694057219272,10
683,8357,0.8853379404387017,33,0.8223989970644027,12
684,8358,0.8820900632833664,31,0.8058737742973686,11
685,8359,0.8531849932459257,33,0.7735598561215931,11
686,8360,0.7973714131052633,34,0.7241167798531676,12
687,8361,0.8184360465041632,32,0.720647894377385,16
688,8363,0.8727406837541134,33,0.7834663191834585,11
689,8364,0.8914551730144123,35,0.8120338262619544,16
690,8365,0.8261085479488776,34,0.7580660289475989,14
691,8366,0.843751887346834,34,0.7285294831559422,12
692,8367,0.8776282790340693,33,0.7972376757340449,11
693,8368,0.8552872631352358,51,0.8609096904077016,13
694,8369,0.849104788123912,32,0.72947719098178,11
695,8371,0.8811022318282277,33,0.7969908876081506,15
696,8374,0.8239350199146027,34,0.7451266360362426,16
697,8375,0.8202712955661581,43,0.7182750436746697,10
698,8377,0.8797802328730882,33,0.8136979736724215,14
699,8378,0.8581992154217516,33,0.7536774326390002,16
700,8379,0.8416579963911748,39,0.740059490922276,11
701,8380,0.843109028422309,33,0.772356785227628,11
702,8381,0.843350737107199,33,0.7739288476049347,9
703,8382,0.8291447694093054,33,0.7384199235070379,12
704,8383,0.8302774758965655,33,0.7973189808191445,10
705,8384,0.8715940724939616,32,0.7937622641164416,10
706,8385,0.8171425030732503,33,0.7480886333894311,10
707,8386,0.8403052697831452,36,0.7276931901170187,10
708,8387,0.8845459612723674,34,0.759277141841986,12
709,8389,0.8225629878836518,31,0.7524808492382072,11
710,8390,0.8926731947733166,33,0.7625717410620277,28
711,8394,0.8492012292618849,34,0.7490411382349171,19
712,8395,0.8666721189809251,45,0.7585074177951177,22
713,8396,0.8480633078044374,31,0.7801218044884419,9
714,8397,0.8820079242689615,45,0.7635693059137872,10
715,8398,0.8293539455855351,52,0.740581527821641,10
716,8399,0.8426138517535566,37,0.7617922249491217,11
717,8400,0.8463040927342308,34,0.7711668826702793,10
718,8401,0.8732206924984605,33,0.7686753951181448,11
719,8402,0.8251338593426724,33,0.7367436846700323,15
720,8403,0.8401381860475069,33,0.7537209511227588,13
721,8405,0.8337953471969254,34,0.7459390543162038,11
722,8406,0.8436368244049859,46,0.7163999460157568,10
723,8407,0.8718636695881574,33,0.7834181451577013,10
724,8409,0.8281927023692097,49,0.7467380474806246,13
725,8410,0.8361038990976496,43,0.7696485428394937,11
726,8414,0.8794880379161849,33,0.8137893951768639,13
727,8415,0.8179081498767184,31,0.8307205361576054,9
728,8420,0.8257917738597315,32,0.7500899527695642,10
729,8421,0.8490120509347578,33,0.8037952340753853,12
730,8422,0.8734733453719511,39,0.7854001978300307,11
731,8423,0.8015655009704399,34,0.6790645450649421,12
732,8425,0.9004151835072294,34,0.773935111822373,10
733,8426,0.8220803691789522,32,0.7653102808656224,11
734,8427,0.8504074317135591,33,0.7179314044057782,19
735,8428,0.8127904244207793,34,0.7602840965649096,17
736,8429,0.8353035355270719,33,0.750218850813384,14
737,8430,0.8778653678623339,32,0.8022061939046865,13
738,8433,0.824211528523225,33,0.7345745513758036,11
739,8434,0.8437742749706969,33,0.7655687400240068,9
740,8435,0.8887816975706695,33,0.7839312614194316,12
741,8436,0.9046924702154624,91,0.8237257165501466,21
742,8437,0.8270887124985619,47,0.7433797084710901,20
743,8438,0.8412810186604927,32,0.7680747473927786,11
744,8439,0.8131308475072825,34,0.7248886606170144,10
745,8441,0.8645035219281471,34,0.7913541882466533,13
746,8442,0.7800955238197631,35,0.7110018804141691,18
747,8443,0.8474829583909872,34,0.7423214771729674,12
748,8444,0.8820905027571956,34,0.7584568102477213,10
749,8446,0.8401063308531652,36,0.7995533262197271,11
750,8447,0.8272546859887004,33,0.748912457436203,11
751,8448,0.8687315739458018,34,0.7842037643084104,14
752,8449,0.8997259935751627,33,0.8241453451243053,10
753,8451,0.8802119381550851,51,0.7868957902618197,11
754,8452,0.8557708706677721,32,0.7363981940784933,10
755,8453,0.8756858236028552,34,0.7797882349563126,11
756,8454,0.904377658801541,33,0.8096929189015059,13
757,8455,0.8570072438290874,32,0.7866957866189787,11
758,8456,0.8280687777523378,32,0.7292638918012501,14
759,8458,0.8355482456808637,33,0.698915158819992,9
760,8459,0.9058363021770076,34,0.7946289201891397,9
761,8461,0.8674346890808056,32,0.7661799927424658,11
762,8464,0.8911123533183978,34,0.7728616018140003,10
763,8465,0.8472453748695467,33,0.7790441625307397,11
764,8466,0.8620379490757747,34,0.7947321699578394,10
765,8468,0.842415234240834,34,0.7663966343810055,11
766,8470,0.8619783224271119,34,0.7659931892066273,16
767,8471,0.8836080801731465,33,0.7958174956763956,12
768,8472,0.8279025299124331,33,0.7375430978877437,10
769,8473,0.8528848168823062,33,0.7606861942743942,13
770,8474,0.8754404510637807,33,0.7928876546418887,14
771,8475,0.8723051441013402,34,0.7700385559839127,10
772,8476,0.7714929267541829,33,0.7338473064836885,10
773,8477,0.8930147207632488,34,0.797032705798055,11
774,8478,0.8629628438290505,71,0.7835481897457882,22
775,8479,0.8824620023014246,35,0.7681936589903029,12
776,8480,0.821759833865089,40,0.698273068924897,10
777,8481,0.8387965565552359,34,0.766791690159576,20
778,8482,0.8677227946430603,33,0.7711620543177404,27
779,8485,0.8369800534792861,51,0.7202753624823361,11
780,8487,0.8360547324983637,83,0.7985482594033708,22
781,8488,0.8559712882317582,47,0.7679818268863815,18
782,8489,0.8559075425018638,34,0.7789725164221829,12
783,8491,0.7637579782396245,34,0.6178062618804185,11
784,8492,0.9008434313275713,33,0.8345716924314992,11
785,8493,0.8509613575327016,33,0.8095873792519647,15
786,8494,0.8834331278839999,33,0.8153393441807525,12
787,8495,0.886098838881403,34,0.7690091374927311,14
788,8496,0.8178406710350099,33,0.7231871728343988,9
789,8497,0.8315206435182355,34,0.7495493533784336,23
790,8498,0.8832801621772555,32,0.7711996306175641,15
791,8499,0.8582388724679915,32,0.7571031152673996,12
792,8500,0.8579839424464749,34,0.779088989210503,11
793,8503,0.8672353468914551,49,0.754543035430777,18
794,8504,0.8915661096771086,32,0.8001306416866396,14
795,8505,0.8657415595977163,34,0.7686467376072821,12
796,8506,0.8921472728367192,35,0.8376213626932177,12
797,8507,0.8859584485818099,34,0.7635928979865844,10
798,8508,0.8425356673257111,34,0.7527711049783707,14
799,8509,0.8119292351519576,31,0.7560176782306147,15
800,8510,0.8187517978260327,33,0.7442096898419082,14
801,8512,0.8553681945850082,34,0.7736451201766619,13
802,8513,0.8514769077709864,33,0.7239337046101395,13
803,8514,0.8380908528853407,32,0.715166598767166,10
804,8515,0.842171880218667,33,0.7207473811679765,13
805,8516,0.8677395338536996,32,0.7577741473026046,13
806,8517,0.881115802304418,50,0.7833257936770196,10
807,8518,0.808468839201357,32,0.7058564453551814,10
808,8520,0.8540414938146605,33,0.7972589019106098,14
809,8521,0.8287620082072965,33,0.7497175349695977,17
810,8522,0.844257696096536,33,0.7703032356461796,11
811,8525,0.8635808142222473,33,0.767066909284612,15
812,8526,0.862710043862895,32,0.8021378719623955,11
813,8529,0.8530951129685379,37,0.7611207133987591,9
814,8530,0.8849883607013252,33,0.788173243484377,20
815,8531,0.8767471222992271,32,0.783226931563459,19
816,8532,0.8624433789059093,32,0.7908423051324347,11
817,8535,0.8531189691020771,36,0.7774375723010889,12
818,8538,0.8489036561535045,33,0.7931597420251876,14
819,8542,0.8819711033217749,55,0.7268239024000727,12
820,8543,0.8848691893005488,32,0.7578534796047269,20
821,8544,0.8474188843095516,34,0.744385534917963,10
822,8545,0.887880244297971,33,0.783828704165436,10
823,8546,0.844736928243052,34,0.7563499150716988,9
824,8547,0.8371509030729645,33,0.7235587045070595,10
825,8549,0.8680036012836341,33,0.7650164230819484,11
826,8550,0.8479446341738799,32,0.7929230517309809,12
827,8551,0.8264003406631456,34,0.746921315729191,13
828,8552,0.8149094611891203,33,0.7223431664654214,11
829,8553,0.9036269864377753,34,0.8005891957792723,10
830,8554,0.8325402228925932,34,0.7731566268158727,11
831,8556,0.8727715019699952,35,0.7848505346913546,10
832,8557,0.8802417667108687,34,0.7894342102142872,13
833,8558,0.8771929944923665,33,0.8195197666919172,10
834,8560,0.8722196505309086,32,0.8179964072198681,11
835,8561,0.9022119046600088,55,0.8111978509488735,14
836,8562,0.8552771716001439,33,0.7837049454576767,12
837,8563,0.8746593864313155,33,0.7759614792124179,12
838,8565,0.8079218908440267,33,0.6999082015652316,12
839,8566,0.8400469084936798,50,0.7628909088466269,19
840,8568,0.8471034160527616,34,0.7723877528976866,12
841,8572,0.8337760724394695,32,0.7591495423454309,16
842,8573,0.8225700128465833,32,0.7066048904434065,10
843,8575,0.809001910189744,33,0.691414806441076,9
844,8576,0.8670342717368392,49,0.7831397199345606,12
845,8577,0.8979988990642062,34,0.7916269638103163,9
846,8578,0.8716110884430939,31,0.7892116868575094,14
847,8579,0.8365316680366977,33,0.7368442734259519,14
848,8580,0.8628881168603376,33,0.8012387803318152,11
849,8581,0.8491723773060801,35,0.7894431947134389,10
850,8582,0.8783345921159902,33,0.810241605858895,10
851,8583,0.8985266438851037,34,0.7856391757553561,11
852,8584,0.8029611324378304,33,0.7428546311089017,10
853,8585,0.8193406660520908,34,0.7420592117957566,12
854,8586,0.8840572403446405,33,0.8053971129639824,12
855,8587,0.8476447480267544,33,0.7456278992099531,15
856,8588,0.8342396548998194,34,0.7645914878526409,10
857,8590,0.8958361899766611,33,0.7821244688493156,11
858,8591,0.8843700491919233,33,0.822547497411688,11
859,8592,0.8342928762450943,34,0.7600136874100736,15
860,8593,0.8691376070037572,32,0.7664246634177839,10
861,8594,0.8841509393242521,34,0.8063605398044927,14
862,8595,0.8410927131718086,33,0.7451832078396187,12
863,8596,0.8719625730080656,88,0.8177221124743469,39
864,8597,0.8590969683020966,32,0.7784138918465152,12
865,8598,0.8262875241129524,37,0.7224772921364152,10
866,8600,0.8761748584913596,41,0.7829977820998276,15
867,8601,0.8590472122634074,57,0.7771484790444597,10
868,8602,0.8812390137743873,37,0.7833294502545494,10
869,8603,0.8087752871213242,43,0.7408112364836884,11
870,8604,0.8138290265367197,31,0.798238863794558,10
871,8605,0.8767091930053946,35,0.8105344372181493,11
872,8606,0.8998221546747627,43,0.7765573654018496,15
873,8607,0.8736228245696389,32,0.8039761731530506,10
874,8609,0.8886627364271215,37,0.8001454421196871,10
875,8611,0.8842628085062327,33,0.7962643148449446,12
876,8613,0.8683403106637128,34,0.7720285535424577,12
877,8614,0.8795453993724667,48,0.7870643801078113,27
878,8615,0.8322276462216225,33,0.761280686761395,13
879,8616,0.8192506248237095,33,0.7056958399750854,9
880,8618,0.8553979021775803,33,0.780699852246433,12
881,8619,0.8741151506011683,34,0.7966771403001681,9
882,8621,0.866453258625483,56,0.7936461579857971,9
883,8622,0.8699924235244608,31,0.7949326760092205,12
884,8623,0.8682140681539412,36,0.7895828334352897,11
885,8624,0.8908807064800861,34,0.7945449619269592,14
886,8625,0.8546920665614055,86,0.7703661242239301,18
887,8628,0.8434166955027048,33,0.7889731851177489,13
888,8629,0.8719415503523481,31,0.8040859221422982,10
889,8630,0.8691911090865242,33,0.7879999203526504,11
890,8631,0.8704444527373908,85,0.8043157716148168,18
891,8632,0.853898587789796,33,0.7761452935918305,12
892,8633,0.878815108056469,34,0.7917612527695129,11
893,8635,0.8530099565648112,33,0.7648043525375868,14
894,8636,0.89618600755853,33,0.8275545406117517,12
895,8637,0.8973243199146451,33,0.7977544397350085,11
896,8638,0.8343959882765414,32,0.741117634581744,9
897,8640,0.8408595667459652,34,0.7722003645163252,16
898,8641,0.8612319180748834,33,0.7296434242773475,11
899,8642,0.849930052706331,34,0.7570810603563665,11
900,8643,0.8593988490384378,33,0.7809272539628807,14
901,8644,0.8765025322079045,33,0.7828714219507986,12
902,8646,0.8080611663580647,32,0.7292486933292067,10
903,8647,0.8601097088191612,34,0.7752869281199295,10
904,8648,0.8098180913521358,33,0.7272437656918108,12
905,8649,0.8601224938711846,35,0.7851770906515316,10
906,8650,0.8598528931230236,32,0.7373392033753098,16
907,8652,0.8504618732930348,65,0.7628380924336817,12
908,8653,0.838903596402536,38,0.7476767946740996,10
909,8654,0.8781416494125064,32,0.7522107503924914,13
910,8655,0.8678653486528437,34,0.7838537633360375,10
911,8657,0.8677521949383503,57,0.7698281164101803,17
912,8658,0.8769052907960891,37,0.7835817809673945,13
913,8659,0.8032783936530239,33,0.6919831151209832,11
914,8660,0.8883752072434918,55,0.7934764503732181,10
915,8661,0.8023209402731674,33,0.6893344719897517,10
916,8663,0.894346815260237,32,0.7895891507551756,12
917,8664,0.839567838366367,33,0.7767081470175408,10
918,8665,0.8924083443767995,34,0.8228922622906351,15
919,8667,0.8544312920551669,32,0.7661886036150664,11
920,8668,0.8646955152568909,33,0.8069039682189699,10
921,8669,0.8410727561358718,32,0.7472877057437654,12
922,8670,0.8665529369204085,33,0.7715747025957219,12
923,8671,0.8692017013244796,33,0.812573117438636,13
924,8672,0.8479236285613327,34,0.7688196485174238,10
925,8673,0.8878368815202584,34,0.7792128646739336,11
926,8674,0.8267960529622993,48,0.7521491630288211,17
927,8676,0.8350878089653682,33,0.7500638513466861,20
928,8677,0.811703619778288,51,0.6721119753018668,9
929,8678,0.8814178185420591,33,0.803800492087247,14
930,8679,0.8849660636148369,34,0.7702590821734956,13
931,8680,0.8852787820838924,34,0.8073764227359479,14
932,8683,0.8499632034470308,39,0.7620109314919014,16
933,8684,0.8815148624752875,33,0.7929173656605357,12
934,8685,0.8331777575357876,34,0.7355938695503323,13
935,8687,0.8262241102263179,34,0.7351067771373968,14
936,8689,0.8283174112818692,34,0.7617354908603277,10
937,8691,0.891718683276823,32,0.8151811088562759,11
938,8692,0.8810880291214701,33,0.8110777405530749,23
939,8693,0.811247424924134,33,0.7720111002574357,12
940,8694,0.8272087792109747,34,0.7420916499050528,18
941,8695,0.8794646168551582,48,0.7932431489299848,14
942,8696,0.8921892339945174,39,0.7769778177718599,10
943,8698,0.8925418246840934,33,0.8049491833721193,10
944,8700,0.8916053949104776,33,0.8098007077715884,16
945,8701,0.8385438108609948,48,0.770728553959645,14
946,8702,0.85734238325981,33,0.7974983499440733,11
947,8704,0.7973095165477658,36,0.7019700366578618,9
948,8705,0.9004025613353973,33,0.796127482055035,11
949,8708,0.8710031031062251,32,0.7574627039397087,11
950,8709,0.8640742405629467,34,0.7776669115130606,10
951,8710,0.8752035424291134,64,0.789502352584166,34
952,8711,0.8851841615645676,33,0.7689108602433956,9
953,8713,0.8818807288185857,64,0.821023543222336,11
954,8714,0.8828553430677579,32,0.7850176470426988,9
955,8717,0.8450329333324211,33,0.7815668121194215,19
956,8718,0.9015501336880118,34,0.8024545801235521,9
957,8719,0.8349442483702046,34,0.7653430100232147,14
958,8720,0.8785812024875252,35,0.7775996786763859,12
959,8722,0.867224299096605,33,0.7765425004614341,10
960,8723,0.8569820955380338,33,0.783373420263833,14
961,8724,0.8444200839369193,32,0.7671896440740413,15
962,8725,0.8401457861687526,33,0.7370328259939389,13
963,8726,0.9010015805510265,33,0.8084658834801677,15
964,8727,0.8814862915226406,50,0.7764431496052818,13
965,8729,0.8562853851777862,48,0.7683474112035757,14
966,8730,0.876907354044714,45,0.7449543093387484,10
967,8731,0.8321560954721077,34,0.7492861537701253,10
968,8732,0.8693377200850795,34,0.8014539268703524,11
969,8733,0.8544086165241617,35,0.8037514401056575,10
970,8734,0.8429049759907264,41,0.7985706003334687,10
971,8735,0.8778925285100203,33,0.7804115508890286,13
972,8736,0.8391572770413784,34,0.7732460056557159,13
973,8738,0.8669927618913724,34,0.7547634181114868,11
974,8739,0.8245522917326535,33,0.7488997332763586,13
975,8740,0.8811289060233641,31,0.7948908064512914,10
976,8741,0.8492223518686984,33,0.7982082712543868,17
977,8742,0.8394055137134402,34,0.7646816754145248,15
978,8743,0.8284550531157177,33,0.7501519440067668,11
979,8744,0.8591241334060967,35,0.7678542776907146,12
980,8746,0.86933003466206,33,0.7944429534926715,10
981,8748,0.8264028183942812,43,0.7635708017980009,10
982,8749,0.8356113663423692,33,0.7479062815949405,14
983,8750,0.8896944156726673,34,0.767919156368565,11
984,8751,0.8390550306185406,34,0.7512797866908532,10
985,8752,0.8349507927665266,34,0.7776666865835479,10
986,8753,0.891623640276714,34,0.8217635659567837,10
987,8754,0.8832149135249997,33,0.8051942776448435,12
988,8755,0.8709560579027062,88,0.8044316340515386,39
989,8756,0.8787883900517166,32,0.7681034325639918,10
990,8757,0.8733654775387641,33,0.7507487072172001,12
991,8758,0.8212577550001723,33,0.7364784367393757,14
992,8759,0.8782992569513246,32,0.7757751689144202,9
993,8760,0.8936243536234267,33,0.791215341259073,12
994,8762,0.8475491741624449,31,0.7706495281869052,10
995,8763,0.8385018131674298,33,0.7466185763518587,15
996,8764,0.8678533120005294,34,0.7188827776396315,14
997,8765,0.7968124589028694,34,0.7108973346013521,15
998,8766,0.8456599347073739,32,0.740108922209522,10
999,8768,0.8237227397419525,33,0.7285503561669396,13
1000,8770,0.879997893080527,32,0.8090378564532466,16
1001,8771,0.8860537519852233,40,0.7922706834343091,11
1002,8772,0.8728513590239467,33,0.755042692254346,14
1003,8774,0.7861490150326305,49,0.7247793776931118,14
1004,8775,0.8328498557901051,32,0.729537770672316,12
1005,8776,0.8692796359610436,33,0.787037566295596,11
1006,8778,0.880142122669664,34,0.8059942806750731,10
1007,8779,0.8866715507822333,36,0.80355050360277,12
1008,8780,0.8859239568236932,32,0.738800118822278,10
1009,8781,0.808169941609848,56,0.7464413042049514,13
1010,8782,0.8452038504154326,32,0.7750846074407493,12
1011,8783,0.8762908888430865,33,0.7998407868416186,11
1012,8784,0.8315202163233707,34,0.7105559307426524,16
1013,8785,0.7985568718493441,33,0.7153882238224472,13
1014,8786,0.8477784538056472,35,0.7442409163808285,12
1015,8788,0.8623333355655888,32,0.7741677331884693,16
1016,8789,0.8614087096833243,32,0.8054186239531849,12
1017,8790,0.8982333202127286,34,0.7778736128673606,11
1018,8791,0.8656156604583415,31,0.7871499837633006,14
1019,8792,0.7974429093306569,33,0.7183416774160619,14
1020,8794,0.8564094105249469,33,0.7505441123733562,11
1021,8795,0.8064617143759827,41,0.7353191069475091,10
1022,8796,0.8899241817174611,32,0.8076214547479224,11
1023,8797,0.8788133629040772,57,0.7803022831111367,10
1024,8799,0.8706464576740265,34,0.7911339953262017,9
1025,8800,0.8227333234600575,34,0.749881074519971,10
1026,8802,0.8655594541914767,33,0.7620371210285423,10
1027,8803,0.8668056333621387,32,0.7535113755199369,12
1028,8804,0.88581957853619,33,0.7820481316652503,19
1029,8805,0.8818400547933799,32,0.8035848827639993,21
1030,8806,0.8437096843138956,33,0.7825367760120904,20
1031,8807,0.846139893232255,33,0.760837694400706,9
1032,8808,0.8184539202703592,34,0.6874072651461894,15
1033,8810,0.831795066604233,38,0.7472585521600819,10
1034,8811,0.8683747480800311,33,0.7575742123311099,16
1035,8813,0.8063958078004463,33,0.7319106227515443,12
1036,8814,0.8392957832011951,34,0.7621911941693291,11
1037,8815,0.8750859430642549,32,0.8034250801357197,10
